,,,,,,,,,,,,,,,
,1,2020,1/3,CS,29988,1200-013,SecureSync,Test,10,320,189,10,19,32,
,2,2020,1/6,PC,63093,1200-021,Configuration,Assembly,1,10,12,1,12,10,
,2,2020,1/6,PC,64127,1200-011,Configuration,Assembly,1,10,26,1,26,10,
,2,2020,1/6,PC,63199,1200-023,Configuration,Assembly,1,10,6,1,6,10,
,2,2020,1/6,PC,30168,1200-9004-0601,Configuration,Assembly,4,40,42,4,11,10,
,2,2020,1/6,PC,30160,1209-0002-0601,Configuration,Assembly,6,60,78,6,13,10,
,2,2020,1/6,KP,30040,1204-29,Option Cards,Assembly,6,60,111,6,19,10,
,2,2020,1/6,KP,30158,1191-1002,Option Cards,Assembly,13,130,94,13,7,10,
,2,2020,1/6,KP,30072,1204-05,Option Cards,Assembly,12,120,133,12,11,10,
,2,2020,1/6,KP,30038,1204-10,Option Cards,Assembly,6,60,1,0,,10,
,2,2020,1/6,RD,30024,1209-0012-0600,SecureSync,Test,8,256,45,8,6,32,
,2,2020,1/6,RD,29942,1200-023,SecureSync,Test,10,320,156,10,16,32,
,2,2020,1/10,DK,29430,1204-3E,Timing ,Test,3,72,70,3,23,24,
,2,2020,1/10,DK,30217,1219-0020-0600,Timing ,Test,1,,1,1,1,24,
,2,2020,1/6,EE,29985,1200-013,SecureSync,Assembly,10,470,521,7,74,47,
,2,2020,1/7,CS,29983,1200-233,SecureSync,Test,2,64,50,2,25,32,
,2,2020,1/7,CS,30067,1204-06,Option Cards,Test,24,240,68,24,3,10,
,2,2020,1/7,PC,30169,1209-0004-0601,Configuration,Assembly,3,30,32,3,11,10,
,2,2020,1/7,PC,63999,1200-003,Configuration,Assembly,1,10,14,1,14,10,
,2,2020,1/7,PC,63134,1200-003,Configuration,Assembly,1,10,29,1,29,10,
,2,2020,1/7,PC,63151,1200-003,Configuration,Assembly,1,10,6,1,6,10,
,2,2020,1/7,PC,63923,1200-013,Configuration,Assembly,1,10,5,1,5,10,
,2,2020,1/7,PC,62702,1200-013,Configuration,Assembly,2,20,41,2,21,10,
,2,2020,1/7,PC,63161,1200-013,Configuration,Assembly,2,20,18,2,9,10,
,2,2020,1/7,PC,63763,1200-003,Configuration,Assembly,1,10,11,1,11,10,
,2,2020,1/7,PC,63308,1200-003,Configuration,Assembly,3,30,18,3,6,10,
,2,2020,1/7,PC,64143,1200-003,Configuration,Assembly,2,20,16,2,8,10,
,2,2020,1/7,PC,63896,1200-003,Configuration,Assembly,1,10,19,1,19,10,
,2,2020,1/7,PC,62660,1200-013,Configuration,Assembly,9,90,45,5,9,10,
,2,2020,1/7,PC,62660,1200-013,Configuration,Assembly,4,40,46,4,12,10,
,3,2020,1/16,RD,30149,1210-0002-0600,SecureSync,Test,5,160,163,5,33,32,
,3,2020,1/16,RD,30161,1200-003,SecureSync,Test,8,256,25,2,13,32,
,3,2020,1/16,RD,30173,1200-213,SecureSync,Test,10,320,20,0,,32,
,3,2020,1/16,RD,30162,1209-0002-0601,SecureSync,Test,4,128,59,4,15,32,
,3,2020,1/16,RD,30149,1210-0002-0600,SecureSync,Test,5,160,111,5,22,32,
,3,2020,1/16,RD,30161,1200-003,SecureSync,Test,8,256,115,5,23,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,10,1,10,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,96,5,19,32,
,3,2020,1/16,RD,30142,1200-0017-0600,SecureSync,Test,2,64,23,2,12,32,
,3,2020,1/16,RD,30136,1200-231,SecureSync,Test,1,32,34,1,34,32,
,3,2020,1/16,RD,30146,1200-013,SecureSync,Test,10,320,19,1,19,32,
,3,2020,1/16,RD,30150,1200-001,SecureSync,Test,4,128,54,3,18,32,
,3,2020,1/16,RD,finals,FYI FOR 0601,SecureSync,Test,26,832,165,26,6,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,78,4,20,32,
,3,2020,1/16,RD,30147,1200-201,SecureSync,Test,6,192,20,0,,32,
,3,2020,1/16,RD,30147,1200-201,SecureSync,Test,6,192,112,6,19,32,
,3,2020,1/16,RD,30148,1204-29,SecureSync,Test,9,288,30,9,3,32,
,3,2020,1/16,RD,30131,1209-0012-0600,SecureSync,Test,10,320,39,0,,32,
,3,2020,1/16,RD,30142,1200-0017-0600,SecureSync,Test,2,64,19,0,,32,
,3,2020,1/16,RD,30136,1200-231,SecureSync,Test,1,32,14,0,,32,
,3,2020,1/16,RD,30145,1200-0227-0600,SecureSync,Test,7,224,160,6,27,32,
,3,2020,1/16,RD,30141,1200-413,SecureSync,Test,1,32,18,1,18,32,
,3,2020,1/16,RD,29525,1186-6002-0600,Timing ,Test,1,24,55,1,55,24,
,3,2020,1/16,PC,30070,1204-1C,Option Cards,Assembly,19,,83,6,14,10,
,3,2020,1/16,PC,63519,1200-013,Configuration,Assembly,1,10,8,1,8,10,
,3,2020,1/16,PC,62949,1200-033,Configuration,Assembly,1,10,11,1,11,10,
,3,2020,1/16,PC,30070,1204-1C,Option Cards,Assembly,10,100,208,10,21,10,
,3,2020,1/16,PC,30223,PS06R-2Z1M-DT01  30223,Kits,Assembly,5,,120,5,24,5,
,3,2020,1/16,PC,30290,1209-0004-0601,Configuration,Assembly,1,10,12,1,12,10,
,3,2020,1/16,PC,63314,1200-201,Configuration,Assembly,6,60,64,6,11,10,
,3,2020,1/16,PC,63911,1200-413,Configuration,Assembly,1,10,12,1,12,10,
,3,2020,1/16,PC,30171,1200-0750-0500,Configuration,Assembly,3,30,37,3,12,10,
,3,2020,1/16,PC,30227,1204-1D,Option Cards,Assembly,6,60,24,6,4,10,
,3,2020,1/16,PC,30285,1204-17,Option Cards,Assembly,3,30,75,3,25,10,
,3,2020,1/16,PC,30174,1204-09,Option Cards,Assembly,6,60,134,6,22,10,
,3,2020,1/16,PC,30300,1200-0702-0500,Configuration,Assembly,1,10,15,1,15,10,
,3,2020,1/16,PC,30288,1209-0001-0601,Configuration,Assembly,1,10,10,1,10,10,
,3,2020,1/16,PC,64211,1200-003,Configuration,Assembly,2,20,15,2,8,10,
,3,2020,1/16,PC,30182,1200-9093-0601,Option Cards,Assembly,5,50,71,5,14,10,
,3,2020,1/16,PC,63910,1200-013,Option Cards,Assembly,1,10,7,1,7,10,
,3,2020,1/16,PC,64152,1200-013,Option Cards,Assembly,1,10,12,1,12,10,
,3,2020,1/16,PC,64244,1200-013,Option Cards,Assembly,4,40,34,4,9,10,
,3,2020,1/16,PC,64266,1200-033,Option Cards,Assembly,1,10,10,1,10,10,
,3,2020,1/16,PC,65226,1200-013,Option Cards,Assembly,1,10,4,1,4,10,
,3,2020,1/16,PC,63365,1200-023,Option Cards,Assembly,1,10,4,1,4,10,
,3,2020,1/16,PC,30222,1209-0002-0601,Option Cards,Assembly,1,10,18,1,18,10,
,3,2020,1/16,PC,65212,1200-003,Configuration,Assembly,1,10,10,1,10,10,
,3,2020,1/16,PC,65234,1200-003,Configuration,Assembly,1,10,8,1,8,10,
,3,2020,1/16,PC,65710,1200-033,Configuration,Assembly,1,10,6,1,6,10,
,3,2020,1/16,PC,65710,1200-011,Configuration,Assembly,2,20,8,2,4,10,
,3,2020,1/16,PC,30315,1209-0003-0601,Configuration,Assembly,1,10,8,1,8,10,
,3,2020,1/16,PC,62495,1200-001,Configuration,Assembly,4,40,32,4,8,10,
,3,2020,1/16,PC,65237,1200-013,Configuration,Assembly,1,10,5,1,5,10,
,3,2020,1/16,PC,63311,1200-013,Configuration,Assembly,1,10,9,1,9,10,
,3,2020,1/16,PC,63891,1200-213,Configuration,Assembly,2,20,12,2,6,10,
,3,2020,1/16,PC,63216,1200-213,Configuration,Assembly,3,30,68,3,23,10,
,3,2020,1/16,PC,65221,1200-213,Configuration,Assembly,1,10,17,1,17,10,
,3,2020,1/16,PC,64219,1200-213,Configuration,Assembly,3,30,24,3,8,10,
,3,2020,1/16,PC,30327,1200-9059-0500,Configuration,Assembly,2,20,26,2,13,10,
,2,2020,1/7,EE,29985,1200-013,SecureSync,Assembly,10,470,76,3,25,47,
,2,2020,1/7,DK,30038,1204-10,Option Cards,Assembly,6,60,66,6,11,10,
,2,2020,1/7,DK,30156,1228-0110,Versasync/PNT,Assembly,1,18,47,1,47,18,
,2,2020,1/7,DK,30165,1228-1410,Versasync/PNT,Assembly,3,54,85,3,28,18,
,2,2020,1/7,DK,30170,1191-2001,Option Cards,Assembly,3,30,25,3,8,10,
,2,2020,1/7,DK,30144,1191-0041,Option Cards,Assembly,12,120,49,12,4,10,
,2,2020,1/7,DK,30075,1204-11,Option Cards,Assembly,9,90,15,9,2,10,
,3,2020,1/13,DK,30137,1200-213,SecureSync,Test,10,320,92,10,9,32,
,3,2020,1/13,DK,30285,1204-17,Option Cards,Assembly,3,30,107,3,36,10,
,3,2020,1/13,DK,30066,1204-18,Option Cards,Assembly,6,60,26,6,4,10,
,3,2020,1/15,DK,30133,1200-003,SecureSync,Test,10,320,265,10,27,32,
,3,2020,1/15,DK,29691,1200-023,SecureSync,Test,1,32,79,1,79,32,
,2,2020,1/6,DK,29992,1204-27,Option Cards,Test,9,90,104,9,12,10,
,1,2020,1/2,DK,29998,1204-32,Option Cards,Test,18,180,43,18,2,10,
,1,2020,1/2,DK,30039,1204-32,Option Cards,Test,12,120,154,12,13,10,
,1,2020,1/2,DK,30071,1204-02,Option Cards,Test,12,120,61,12,5,10,
,3,2020,1/14,DK,30138,1200-033,SecureSync,Test,10,320,272,10,27,32,
,3,2020,1/14,DK,30227,1204-1D,Option Cards,Test,6,60,79,6,13,10,
,3,2020,1/14,DK,30163,1204-1E,Option Cards,Test,3,30,24,3,8,10,
,2,2020,1/7,DK,30072,1204-05,Option Cards,Test,12,120,134,12,11,10,
,2,2020,1/7,DK,30074,1204-14,Option Cards,Test,9,90,111,9,12,10,
,2,2020,1/8,RD,29985,1200-013,SecureSync,Test,10,320,115,7,16,32,
,2,2020,1/8,CS,30170,1191-2001-0600,Timing ,Test,3,72,53,3,18,24,
,2,2020,1/8,CS,30144,1191-0041-0600,Timing ,Test,12,288,192,12,16,24,
,3,2020,1/14,CS,30146,1200-013,SecureSync,Test,9,288,51,9,6,32,
,3,2020,1/14,CS,30143,1209-0012-0600,SecureSync,Test,8,256,126,8,16,32,
,3,2020,1/14,CS,30299,1219-0000-0600,Timing ,Assembly,3,24,61,3,20,8,
,3,2020,1/14,CS,30307,1191-1001-0600,Timing ,Assembly,10,80,13,10,1,8,
,3,2020,1/14,CS,30302,TSYNC-PCIE-9002,Timing ,Assembly,15,120,91,15,6,8,
,3,2020,1/14,CS,30305,1204-1F,Option Cards,Assembly,12,120,30,12,3,10,
,3,2020,1/14,CS,30226,1204-3E,Option Cards,Assembly,4,40,17,4,4,10,
,3,2020,1/14,CS,30143,1209-0012-0600,SecureSync,Assembly,8,376,187,8,23,47,
,3,2020,1/14,CS,30284,1191-1002-0600,Timing ,Test,15,360,275,15,18,24,
,2,2020,1/9,CS,30140,1191-0031-0600,Timing ,Test,5,120,73,5,15,24,
,2,2020,1/9,CS,30164,TSYNC-PCIE-9002,Timing ,Test,10,240,138,10,14,24,
,2,2020,1/9,CS,30133,1200-003,SecureSync,Assembly,10,470,220,10,22,47,
,2,2020,1/7,CS,30158,1191-1002-0600,Timing ,Test,13,312,198,13,15,24,
,2,2020,1/7,CS,29979,1204-25,Option Cards,Assembly,9,90,237,9,26,10,
,3,2020,1/16,CS,30318,1204-19,Option Cards,Assembly,3,30,71,3,24,10,
,3,2020,1/16,CS,30307,1191-1001-0600,Timing ,Test,10,240,420,10,42,24,
,3,2020,1/16,CS,30302,TSYNC-PCIE-9002,Timing ,Test,15,360,398,15,27,24,
,3,2020,1/16,CS,30299,1219-0000-0600,Timing ,Test,3,72,61,3,20,24,
,3,2020,1/16,CS,30186,1200-253,SecureSync,Assembly,1,47,225,1,225,47,
,3,2020,1/16,CS,30317,1200-H433-0600,SecureSync,Assembly,5,235,225,5,45,47,
,3,2020,1/16,CS,30298,1200-H033-0600,SecureSync,Assembly,5,235,190,5,38,47,
,3,2020,1/15,EE,30173,1200-213,SecureSync,Assembly,10,470,241,10,24,47,
,3,2020,1/16,KP,30308,1228-0410,Versasync/PNT,Assembly,6,108,240,6,40,18,
,3,2020,1/16,KP,30173,1200-213,SecureSync,Assembly,10,470,218,10,22,47,
,3,2020,1/17,PC,30287,1204-13,Option Cards,Assembly,5,50,280,5,56,10,
,3,2020,1/17,PC,30332,1204-19,Option Cards,Assembly,3,30,61,3,20,10,
,3,2020,1/17,DK,30226,1204-3E,Timing ,Test,4,96,191,4,48,24,
,3,2020,1/17,KP,30219,1209-0032,SecureSync,Assembly,2,94,44,2,22,47,
,3,2020,1/17,KP,30224,1200-213,SecureSync,Assembly,10,470,444,10,44,47,
,3,2020,1/17,EE,30172,1200-0017-0600,SecureSync,Assembly,6,282,331,6,55,47,
,3,2020,1/17,CS,30289,1200-233,SecureSync,Assembly,5,235,215,5,43,47,
,3,2020,1/17,CS,30301,1200-001,SecureSync,Assembly,6,282,186,6,31,47,
,3,2020,1/17,DK,30070,1204-1C,Option Cards,Test,21,210,114,21,5,10,
,3,2020,1/17,DK,30287,1204-13,Option Cards,Test,9,90,143,9,16,10,
,3,2020,1/17,DK,30318,1204-19,Option Cards,Test,3,30,19,3,6,10,
,3,2020,1/17,DK,30332,1204-19,Option Cards,Test,3,30,67,3,22,10,
,3,2020,1/17,RD,30218,1200-233,SecureSync,Test,4,128,67,4,17,32,
,3,2020,1/17,RD,30219,1209-0032-0600,SecureSync,Test,2,64,42,2,21,32,
,3,2020,1/17,RD,30289,1200-233,SecureSync,Test,5,160,147,5,29,32,
,3,2020,1/17,RD,30174,1204-09,Option Cards,Test,6,60,17,6,3,10,
,3,2020,1/17,KP,30218,1200-233,SecureSync,Assembly,4,188,251,4,63,47,
,4,2020,1/21,KP,30286,1200-013,SecureSync,Assembly,10,470,478,10,48,47,
,4,2020,1/20,JO,30369,1200-201,SecureSync,Assembly,8,376,408,8,51,47,
,4,2020,1/20,JO,30331,1200-113,SecureSync,Assembly,11,517,466,11,42,47,
,4,2020,1/21,DK,30224,1200-213,SecureSync,Test,10,320,149,10,15,32,
,4,2020,1/21,DK,30369,1200-201,SecureSync,Test,8,256,209,8,26,32,
,4,2020,1/20,EE,30333,1209-0012-0600,SecureSync,Assembly,8,376,413,6,69,47,
,2,2020,1/9,EE,30145,1200-0227-0600,SecureSync,Assembly,7,329,294,7,42,47,
,2,2020,1/9,EE,30141,1200-413,SecureSync,Assembly,1,47,47,1,47,47,
,2,2020,1/10,KP,30142,1200-0017,SecureSync,Assembly,2,94,115,2,58,47,
,2,2020,1/10,KP,30136,1200-231,SecureSync,Assembly,1,47,115,1,115,47,
,2,2020,1/10,KP,30185,1118-0020,Kits,Assembly,5,25,138,5,28,5,
,3,2020,1/14,KP,30284,1191-1001,Option Cards,Assembly,15,150,99,15,7,10,
,3,2020,1/13,EE,30220,1232-012,Velasync,Assembly,9,108,125,9,14,12,
,3,2020,1/13,EE,30133,1200-003,SecureSync,Assembly,10,470,80,10,8,47,
,3,2020,1/13,EE,30138,1200-033,SecureSync,Assembly,10,470,428,10,43,47,
,3,2020,1/14,KP,30154,1232-033,Velasync,Assembly,5,60,236,5,47,12,
,3,2020,1/15,KP,30161,1200-003,SecureSync,Assembly,8,376,449,8,56,47,
,2,2020,1/9,KP,30147,1200-201,SecureSync,Assembly,6,282,351,6,59,47,
,2,2020,1/9,KP,30139,1200-0037,SecureSync,Assembly,1,47,71,1,71,47,
,4,2020,1/20,KP,30364,1200-223,SecureSync,Assembly,4,188,238,4,60,47,
,4,2020,1/20,KP,30394,1204-30,Option Cards,Assembly,3,30,40,3,13,10,
,4,2020,1/20,KP,30368,1204-06,Option Cards,Assembly,24,240,38,24,2,10,
,4,2020,1/20,CS,30388,1191-1001-0600,Timing ,Test,8,192,131,8,16,24,
,4,2020,1/20,CS,30172,1200-0017-0600,SecureSync,Test,6,192,104,6,17,32,
,4,2020,1/20,CS,30301,1200-001,SecureSync,Test,6,192,154,6,26,32,
,4,2020,1/20,CS,30364,1200-223,SecureSync,Test,4,128,60,4,15,32,
,2,2020,1/8,EE,30137,1200-213,SecureSync,Assembly,10,470,420,10,42,47,
,2,2020,1/10,CS,30131,1209-0012-0600,SecureSync,Assembly,10,470,240,10,24,47,
,2,2020,1/10,CS,30162,1209-0002-0600,SecureSync,Assembly,4,188,240,4,60,47,
,2,2020,1/10,CS,30150,1200-001,SecureSync,Assembly,4,188,240,4,60,47,
,2,2020,1/11,CS,30149,1210-0002-0600,SecureSync,Assembly,5,235,116,5,23,47,
,2,2020,1/11,CS,30146,1200-013,SecureSync,Assembly,10,470,197,10,20,47,
,3,2020,1/17,RD,30173,1200-213,SecureSync,Test,10,320,177,7,25,32,
,4,2020,1/21,PC,30460,1200-H003-0601,Configuration,Assembly,5,50,31,5,6,10,
,4,2020,1/21,PC,30459,1209-0003-0601,Configuration,Assembly,1,10,7,1,7,10,
,4,2020,1/21,PC,30461,1209-00001-0601,Configuration,Assembly,1,10,6,1,6,10,
,4,2020,1/21,PC,65305,1200-003,Configuration,Assembly,1,10,4,1,4,10,
,4,2020,1/21,PC,65946,1200-003,Configuration,Assembly,1,10,11,1,11,10,
,4,2020,1/21,PC,62554,1200-023,Configuration,Assembly,2,20,15,2,8,10,
,4,2020,1/21,PC,65603,1200-2113,Configuration,Assembly,3,30,14,3,5,10,
,4,2020,1/21,PC,65727,1200-213,Configuration,Assembly,1,10,17,1,17,10,
,4,2020,1/21,PC,65961,1200-213,Configuration,Assembly,1,10,8,1,8,10,
,4,2020,1/21,PC,63516,1200-213,Configuration,Assembly,1,10,6,1,6,10,
,4,2020,1/21,PC,30316,1200-0701-0500,Configuration,Assembly,6,60,24,2,12,10,
,4,2020,1/21,PC,30316,1200-0701-0500,Configuration,Assembly,4,40,24,4,6,10,
,4,2020,1/21,PC,58729,1200-023,Configuration,Assembly,1,10,7,1,7,10,
,4,2020,1/21,PC,66558,1200-003,Configuration,Assembly,1,10,10,1,10,10,
,4,2020,1/21,PC,30328,1209-0001-0601,Configuration,Assembly,1,10,28,1,28,10,
,4,2020,1/21,PC,30390,1204-2f,Configuration,Assembly,3,30,11,1,11,10,
,4,2020,1/21,PC,65323,1200-213,Configuration,Assembly,1,10,8,1,8,10,
,4,2020,1/21,PC,62639,1200-313,Configuration,Assembly,1,10,14,1,14,10,
,4,2020,1/21,PC,65577,1200-003,Configuration,Assembly,1,10,54,1,54,10,
,4,2020,1/21,PC,65660,1200-003,Configuration,Assembly,1,10,7,1,7,10,
,4,2020,1/21,PC,65576,1200-233,Configuration,Assembly,5,50,46,5,9,10,
,4,2020,1/21,PC,65657,1200-013,Configuration,Assembly,1,10,8,1,8,10,
,4,2020,1/21,PC,65833,1200-003,Configuration,Assembly,1,10,8,1,1,10,
,4,2020,1/21,PC,65947,1200-013,Configuration,Assembly,2,20,24,2,12,10,
,4,2020,1/21,PC,65899,1200-003,Configuration,Assembly,1,10,11,1,11,10,
,4,2020,1/21,PC,65874,1200-003,Configuration,Assembly,1,10,6,1,6,10,
,4,2020,1/21,PC,30393,1209-0020-0601,Configuration,Assembly,2,20,22,2,11,10,
,4,2020,1/21,RD,30317,1200-H433-0600,SecureSync,Test,5,160,121,5,24,32,
,4,2020,1/22,EE,30333,1209-0012-0600,SecureSync,Assembly,8,376,123,2,62,47,
,4,2020,1/22,CS,30333,1209-0012-0600,SecureSync,Test,8,256,206,8,26,32,
,4,2020,1/22,CS,30497,1204-19,Option Cards,Assembly,3,30,62,3,21,10,
,4,2020,1/22,CS,30396,1204-1C,Option Cards,Assembly,21,210,344,21,16,10,
,4,2020,1/22,CS,30367,1200-203,SecureSync,Assembly,2,94,53,2,27,47,
,4,2020,1/22,RD,30331,1200-113,SecureSync,Test,11,352,240,11,22,32,
,4,2020,1/24,KP,30175,1200-023,SecureSync,Assembly,10,470,291,10,29,47,
,4,2020,1/22,KP,30286,1200-013,SecureSync,Assembly,10,470,57,10,6,47,
,4,2020,1/22,KP,30367,1200-203,SecureSync,Assembly,2,94,193,2,97,47,
,4,2020,1/22,KP,30501,1191-0041,Option Cards,Assembly,3,30,25,3,8,10,
,4,2020,1/22,KP,30495,1191-2001,Option Cards,Assembly,8,80,95,8,12,10,
,4,2020,1/22,KP,30371,1204-3E,Option Cards,Assembly,3,30,64,3,21,10,
,4,2020,1/23,KP,30175,1200-023,SecureSync,Assembly,10,470,378,2,189,47,
,4,2020,1/23,KP,30303,1200-223,SecureSync,Assembly,2,94,70,2,35,47,
,4,2020,1/23,DK,30334,1204-04,Option Cards,Test,12,120,87,12,7,10,
,4,2020,1/23,DK,30396,1204-1C,Option Cards,Test,21,210,83,21,4,10,
,4,2020,1/23,DK,30371,1204-3E,Timing ,Test,3,72,193,1,193,24,
,4,2020,1/23,DK,30286,1200-013,SecureSync,Test,2,64,50,1,50,32,
,4,2020,1/23,PC,66185,1200-013,Configuration,Assembly,1,10,14,1,14,10,
,4,2020,1/23,PC,65722,1200-033,Configuration,Assembly,1,10,10,1,10,10,
,4,2020,1/23,PC,65895,1200-033,Configuration,Assembly,1,10,6,1,6,10,
,4,2020,1/23,PC,30449,1209-0001-0601,Configuration,Assembly,1,10,13,1,13,10,
,4,2020,1/23,PC,65996,1200-003,Configuration,Assembly,1,10,10,1,10,10,
,4,2020,1/23,PC,65189,1200-033,Configuration,Assembly,3,30,21,3,7,10,
,5,2020,1/29,JO,30507,1200-H003-0600,SecureSync,Assembly,5,235,72,5,14,47,
,5,2020,1/29,JO,30613,1204-01,Option Cards,Assembly,15,150,31,15,2,10,
,5,2020,1/29,JO,30574,1204-18,Option Cards,Assembly,6,60,92,6,15,10,
,5,2020,1/29,JO,30446,1200-9058-0600,SecureSync,Assembly,1,47,80,1,80,47,
,5,2020,1/29,JO,30575,1204-29,Option Cards,Assembly,16,160,189,16,12,10,
,4,2020,1/24,JO,30499,1212-005X-2000,GSG,Assembly,10,900,148,10,15,90,
,4,2020,1/24,JO,30372,1200-003,SecureSync,Assembly,8,376,166,8,21,47,
,5,2020,1/29,CS,30620,TSYNC-PCIE-9002,Timing ,Test,22,528,197,22,9,24,
,5,2020,1/29,CS,30448,1200-0017-0600,SecureSync,Test,10,320,203,10,20,32,
,5,2020,1/29,CS,30507,1200-H003-0600,SecureSync,Test,5,160,15,3,5,32,
,5,2020,1/29,KP,30447,1209-0002,SecureSync,Assembly,4,188,198,4,50,47,
,5,2020,1/29,KP,30614,1204-1A,Option Cards,Assembly,21,210,87,87,1,10,
,5,2020,1/29,KP,30647,1191-90003,Option Cards,Assembly,3,30,30,3,10,10,
,5,2020,1/29,KP,30641,1191-2002,Option Cards,Assembly,4,40,32,4,8,10,
,5,2020,1/29,KP,30640,119-1001,Option Cards,Assembly,13,130,31,13,2,10,
,5,2020,1/29,PC,30510,PS06R-2Z1M-DT01  30223,Kits,Assembly,10,50,147,4,37,5,
,5,2020,1/30,EE,30572,1200-011,SecureSync,Assembly,4,188,157,4,39,47,
,5,2020,1/29,RD,30463,1200-433,SecureSync,Test,1,32,38,1,38,32,
,5,2020,1/29,RD,30466,1200-413,SecureSync,Test,1,32,7,1,7,32,
,5,2020,1/30,RD,30447,1209-0002-0600,SecureSync,Test,4,128,28,4,7,32,
,5,2020,1/30,RD,30641,1191-2002-0600,Timing ,Test,4,96,86,4,22,24,
,4,2020,1/24,PC,65721,1200-013,Configuration,Assembly,1,10,20,1,20,10,
,4,2020,1/24,PC,30449,1209-00001-0601,Configuration,Assembly,2,20,15,2,8,10,
,4,2020,1/24,PC,30445,PS06R-2Z1M-DT01 ,Kits,Assembly,16,80,146,5,29,5,
,4,2020,1/24,PC,30445,PS06R-2Z1M-DT01,Kits,Assembly,11,55,115,5,23,5,
,4,2020,1/24,PC,65949,1200-001,Configuration,Assembly,1,10,10,1,10,10,
,4,2020,1/23,PC,65941-1,1200-223,Configuration,Assembly,2,20,24,2,12,10,
,4,2020,1/23,PC,65941-2,1200-201,Configuration,Assembly,4,40,13,4,3,10,
,4,2020,1/23,PC,30500,1200-H002-0601,Configuration,Assembly,5,50,60,5,12,10,
